,Unnamed: 0,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2337,2337,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.75,5510.64990234375,Yes
2338,2338,Male,0,Yes,Yes,72,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.950000762939453,1322.8499755859375,No
2339,2339,Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1973.75,Yes
2340,2340,Female,0,Yes,Yes,48,No,,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45.0,2196.300048828125,No
2341,2341,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.9000015258789,7843.5498046875,No
2342,2342,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.4000015258789,3211.89990234375,No
2343,2343,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.09999847412109,130.14999389648438,No
2344,2344,Female,1,No,No,14,No,,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.70000076293945,692.3499755859375,No
2345,2345,Female,0,No,Yes,4,Yes,No,No,,,,,,,Month-to-month,Yes,Bank transfer (automatic),20.049999237060547,85.5,No
2346,2346,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),95.75,6849.39990234375,No
2347,2347,Male,0,Yes,Yes,8,Yes,Yes,No,,,,,,,One year,No,Mailed check,24.399999618530277,203.9499969482422,No
2348,2348,Male,0,Yes,Yes,61,No,,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),33.599998474121094,2117.199951171875,No
2349,2349,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),90.4499969482422,6565.85009765625,No
2350,2350,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,424.75,No
2351,2351,Female,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),67.4000015258789,3306.85009765625,No
2352,2352,Male,0,No,No,8,Yes,No,No,,,,,,,Month-to-month,Yes,Bank transfer (automatic),19.700000762939453,168.89999389648438,No
2353,2353,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.3499984741211,253.8000030517578,No
2354,2354,Male,0,Yes,Yes,9,Yes,No,No,,,,,,,Two year,No,Mailed check,19.600000381469727,197.3999938964844,No
2355,2355,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),54.20000076293945,3838.199951171875,No
2356,2356,Male,0,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.20000076293945,2065.14990234375,No
2357,2357,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,75.0999984741211,5064.4501953125,No
2358,2358,Female,0,Yes,No,55,Yes,No,No,,,,,,,One year,No,Electronic check,19.700000762939453,1140.050048828125,No
2359,2359,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.75,2447.449951171875,No
2360,2360,Male,0,Yes,Yes,62,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.049999237060547,1263.9000244140625,No
2361,2361,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95000076293945,45.95000076293945,Yes
2362,2362,Male,0,Yes,Yes,49,No,,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.20000076293945,1838.1500244140625,No
2363,2363,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.75,44.75,No
2364,2364,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.6500015258789,1185.0,No
2365,2365,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),93.9000015258789,1743.9000244140625,No
2366,2366,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1500015258789,70.1500015258789,Yes
2367,2367,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55000305175781,85.55000305175781,Yes
2368,2368,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.1500015258789,8529.5,No
2369,2369,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),99.25,6549.4501953125,No
2370,2370,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.5500030517578,7806.5,No
2371,2371,Female,0,No,No,1,Yes,Yes,No,,,,,,,Month-to-month,Yes,Electronic check,25.700000762939453,25.700000762939453,No
2372,2372,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.3000030517578,6287.2998046875,No
2373,2373,Female,0,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.400001525878906,3251.85009765625,No
2374,2374,Male,0,No,No,2,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.399999618530277,50.59999847412109,No
2375,2375,Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.6999969482422,7904.25,No
2376,2376,Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,61.25,729.9500122070312,No
2377,2377,Male,0,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.29999923706055,2654.050048828125,No
2378,2378,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.30000305175781,2416.550048828125,Yes
2379,2379,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.3499984741211,3520.75,Yes
2380,2380,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.75,5969.9501953125,No
2381,2381,Male,0,No,No,11,Yes,No,No,,,,,,,One year,No,Mailed check,19.5,226.8000030517578,No
2382,2382,Female,0,No,No,29,No,,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.5,1082.75,No
2383,2383,Male,0,Yes,Yes,21,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.049999237060547,565.75,No
2384,2384,Male,1,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.0500030517578,4370.75,No
2385,2385,Female,0,No,Yes,3,No,,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.649999618530277,90.05000305175781,No
2386,2386,Female,0,Yes,Yes,43,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.20000076293945,2169.39990234375,No
2387,2387,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.3000030517578,550.5999755859375,No
2388,2388,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.45000076293945,55.45000076293945,No
2389,2389,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,85.44999694824219,6300.85009765625,No
2390,2390,Female,0,Yes,Yes,8,Yes,No,No,,,,,,,One year,No,Electronic check,19.799999237060547,160.0500030517578,No
2391,2391,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.25,436.6000061035156,No
2392,2392,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.6999969482422,1781.3499755859375,No
2393,2393,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,103.6999969482422,3467.0,Yes
2394,2394,Male,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),79.05000305175781,5552.5,No
2395,2395,Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.6999969482422,2835.5,No
2396,2396,Female,1,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),95.0,3591.25,No
2397,2397,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.3499984741211,88.3499984741211,Yes
2398,2398,Female,0,Yes,Yes,2,No,,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,30.25,63.75,No
2399,2399,Female,0,Yes,No,12,No,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.84999847412109,617.1500244140625,No
2400,2400,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93.0,870.25,No
2401,2401,Male,1,No,Yes,11,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.54999923706055,601.25,No
2402,2402,Male,0,No,Yes,6,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.700000762939453,111.6500015258789,No
2403,2403,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.80000305175781,6046.10009765625,No
2404,2404,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.4499969482422,3923.800048828125,No
2405,2405,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1999969482422,777.2999877929688,Yes
2406,2406,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.25,512.4500122070312,Yes
2407,2407,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.69999694824219,141.4499969482422,Yes
2408,2408,Female,0,Yes,Yes,45,Yes,No,No,,,,,,,Two year,No,Mailed check,20.850000381469727,892.1500244140625,No
2409,2409,Male,0,Yes,Yes,28,No,,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.0,1682.050048828125,No
2410,2410,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.44999694824219,3398.89990234375,No
2411,2411,Male,0,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.94999694824219,4984.85009765625,No
2412,2412,Female,0,Yes,No,42,No,,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,33.54999923706055,1445.300048828125,Yes
2413,2413,Male,0,Yes,Yes,7,No,,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),49.650001525878906,305.54998779296875,No
2414,2414,Female,0,Yes,No,25,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),20.200000762939453,507.8999938964844,No
2415,2415,Female,1,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.5500030517578,3640.449951171875,Yes
2416,2416,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.5,2673.449951171875,No
2417,2417,Male,0,No,No,10,No,,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,35.75,389.7999877929688,No
2418,2418,Female,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.44999694824219,2401.050048828125,No
2419,2419,Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),53.79999923706055,651.5499877929688,No
2420,2420,Male,0,Yes,Yes,4,No,,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),38.54999923706055,156.10000610351562,No
2421,2421,Male,0,No,No,68,No,,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.900001525878906,2796.35009765625,No
2422,2422,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05000305175781,70.05000305175781,No
2423,2423,Female,0,No,No,18,Yes,No,No,,,,,,,One year,No,Mailed check,20.100000381469727,407.0499877929688,No
2424,2424,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.9499969482422,6465.0,Yes
2425,2425,Male,0,No,No,26,Yes,No,No,,,,,,,Month-to-month,Yes,Electronic check,20.299999237060547,511.25,No
2426,2426,Female,0,Yes,No,17,No,,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),35.650001525878906,646.0499877929688,No
2427,2427,Male,0,No,No,1,No,,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.900001525878906,35.900001525878906,Yes
2428,2428,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.25,3777.14990234375,Yes
2429,2429,Male,1,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),82.94999694824219,4903.14990234375,No
2430,2430,Male,0,No,No,30,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,55.650001525878906,1653.8499755859375,No
2431,2431,Male,1,No,No,2,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.450000762939453,47.5,Yes
2432,2432,Female,1,Yes,No,50,Yes,Yes,No,,,,,,,One year,No,Electronic check,25.200000762939453,1306.300048828125,No
2433,2433,Male,0,No,No,9,No,,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,50.79999923706055,463.6000061035156,No
2434,2434,Female,0,Yes,Yes,3,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.649999618530277,60.650001525878906,No
2435,2435,Female,0,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.79999923706055,824.8499755859375,No
2436,2436,Female,1,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.55000305175781,2094.64990234375,No
2437,2437,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.400001525878906,438.8999938964844,No
2438,2438,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.3499984741211,847.2999877929688,Yes
2439,2439,Male,0,Yes,Yes,17,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),19.899999618530277,329.75,No
2440,2440,Male,0,Yes,Yes,32,Yes,No,No,,,,,,,Month-to-month,Yes,Credit card (automatic),19.450000762939453,674.5499877929688,No
2441,2441,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.5,162.5500030517578,No
2442,2442,Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.80000305175781,546.9500122070312,Yes
2443,2443,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.5500030517578,7887.25,No
2444,2444,Female,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.9499969482422,3186.64990234375,Yes
2445,2445,Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.4000015258789,1972.3499755859373,No
2446,2446,Female,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.0,1527.3499755859375,Yes
2447,2447,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9000015258789,490.5499877929688,No
2448,2448,Female,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.8499984741211,1531.4000244140625,Yes
2449,2449,Male,0,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.650001525878906,683.25,No
2450,2450,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.4499969482422,8058.85009765625,No
2451,2451,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,106.0999984741211,2847.39990234375,Yes
2452,2452,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.19999694824219,1133.9000244140625,Yes
2453,2453,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.44999694824219,294.45001220703125,No
2454,2454,Female,0,No,No,71,Yes,Yes,No,,,,,,,Two year,No,Electronic check,24.549999237060547,1719.1500244140625,No
2455,2455,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.3499984741211,461.7000122070313,Yes
2456,2456,Male,0,Yes,Yes,47,Yes,Yes,No,,,,,,,Two year,No,Mailed check,24.549999237060547,1160.449951171875,No
2457,2457,Male,1,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.6500015258789,5199.7998046875,No
2458,2458,Male,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.0500030517578,5163.2998046875,No
2459,2459,Male,0,No,No,8,Yes,No,No,,,,,,,Month-to-month,Yes,Credit card (automatic),20.450000762939453,162.3000030517578,No
2460,2460,Female,0,Yes,Yes,48,Yes,No,No,,,,,,,Two year,No,Mailed check,19.549999237060547,883.3499755859375,No
2461,2461,Female,0,No,No,70,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),19.700000762939453,1341.5,No
2462,2462,Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.44999694824219,70.44999694824219,No
2463,2463,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6500015258789,659.4500122070312,No
2464,2464,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.1500015258789,77.1500015258789,Yes
2465,2465,Male,0,No,No,1,No,,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.25,35.25,Yes
2466,2466,Male,0,Yes,Yes,60,Yes,No,No,,,,,,,Two year,No,Mailed check,20.549999237060547,1205.050048828125,No
2467,2467,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.9499969482422,4917.89990234375,No
2468,2468,Male,0,Yes,No,4,No,,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.54999923706055,201.0,Yes
2469,2469,Female,0,No,No,29,Yes,No,No,,,,,,,One year,No,Mailed check,20.0,599.2999877929688,No
2470,2470,Female,0,Yes,No,67,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),25.25,1733.1500244140625,No
2471,2471,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.4000015258789,5149.5,Yes
2472,2472,Male,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9000015258789,4677.10009765625,No
2473,2473,Female,0,Yes,Yes,6,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.850000381469727,119.3000030517578,No
2474,2474,Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3499984741211,4849.10009765625,No
2475,2475,Female,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,99.5,5424.25,No
2476,2476,Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.69999694824219,5878.89990234375,No
2477,2477,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.05000305175781,244.8500061035156,No
2478,2478,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.54999923706055,220.75,No
2479,2479,Male,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),75.8499984741211,4261.2001953125,No
2480,2480,Male,1,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.8499984741211,5574.75,Yes
2481,2481,Male,1,Yes,No,61,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),25.0,1501.75,No
2482,2482,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,89.75,No
2483,2483,Male,1,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.6999969482422,4541.2001953125,Yes
2484,2484,Male,0,Yes,Yes,12,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.5,255.5,No
2485,2485,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.44999694824219,1072.0,Yes
2486,2486,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,90.4499969482422,2509.25,No
2487,2487,Male,0,No,No,24,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),60.45000076293945,1440.75,No
2488,2488,Male,0,No,No,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.25,1715.6500244140625,Yes
2489,2489,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,78.44999694824219,5333.35009765625,No
2490,2490,Male,0,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.5500030517578,3895.35009765625,No
2491,2491,Female,0,Yes,No,42,Yes,No,No,,,,,,,Month-to-month,No,Credit card (automatic),20.350000381469727,869.9000244140625,No
2492,2492,Male,0,Yes,No,13,No,,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.45000076293945,706.8499755859375,Yes
2493,2493,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.75,512.25,No
2494,2494,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.3499984741211,2636.050048828125,Yes
2495,2495,Female,0,Yes,No,38,Yes,No,No,,,,,,,One year,Yes,Credit card (automatic),20.25,814.75,No
2496,2496,Male,0,No,No,18,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.049999237060547,388.6000061035156,No
2497,2497,Female,0,Yes,No,4,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.600000381469727,93.4499969482422,No
2498,2498,Male,0,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.79999923706055,1389.8499755859375,No
2499,2499,Male,0,No,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,70.19999694824219,2894.550048828125,No
2500,2500,Male,0,Yes,Yes,50,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,75.5,4025.60009765625,No
2501,2501,Male,0,Yes,Yes,72,Yes,No,No,,,,,,,Two year,No,Electronic check,20.350000381469727,1354.4000244140625,No
2502,2502,Female,0,No,No,70,Yes,Yes,No,,,,,,,One year,No,Credit card (automatic),26.049999237060547,1856.4000244140625,No
2503,2503,Male,0,Yes,Yes,44,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),20.600000381469727,926.0,No
2504,2504,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.69999694824219,189.1999969482422,Yes
2505,2505,Female,0,Yes,Yes,34,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),20.100000381469727,682.0999755859375,No
2506,2506,Female,1,Yes,No,72,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),24.299999237060547,1778.699951171875,No
2507,2507,Male,0,Yes,No,71,Yes,Yes,No,,,,,,,Two year,Yes,Electronic check,24.5,1816.199951171875,No
2508,2508,Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5,7069.25,No
2509,2509,Female,0,Yes,No,72,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),25.25,1841.199951171875,No
2510,2510,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.25,74.25,Yes
2511,2511,Male,1,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),90.0999984741211,2656.699951171875,No
2512,2512,Female,0,Yes,No,23,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68.75,1689.449951171875,No
2513,2513,Male,0,Yes,Yes,52,Yes,No,No,,,,,,,Two year,No,Mailed check,19.200000762939453,1054.75,No
2514,2514,Female,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.69999694824219,2187.550048828125,Yes
